transaction_id,user_id,merchant_id,merchant_category,timestamp,amount,transaction_type,device_type,is_online,card_present,is_international,merchant_lat,merchant_lon,distance_from_home_km,failed_attempts_before,is_fraud,fraud_type,account_age_days
TXN_00004892,USR_002557,MRC_00315,electronics,2026-04-30 22:06:00.690120,144.84,purchase,web_browser,0,1,0,39.99497436407272,-92.01685629392298,944.91,0,0,none,3020
TXN_00000725,USR_009975,MRC_04036,grocery,2026-04-30 08:07:49.727442,36.85,purchase,web_browser,0,1,0,45.89270815765593,-113.05831341241763,3642.82,0,0,none,980
TXN_00022949,USR_007190,MRC_02506,insurance,2026-05-12 08:05:23.536861,193.01,atm_withdrawal,mobile_app,1,0,0,34.524566153835394,-95.372858466213,1553.14,2,0,none,1954
TXN_00034657,USR_005275,MRC_04474,entertainment,2026-03-26 09:36:17.091991,116.3,purchase,pos_terminal,0,1,0,31.79368393118863,-87.1036536517976,933.13,0,0,none,915
TXN_00037213,USR_005856,MRC_04440,healthcare,2026-05-02 10:15:07.998924,123.85,recurring,mobile_app,0,1,0,40.22774648516745,-74.84599097843262,1351.71,0,0,none,1280
TXN_00020304,USR_000233,MRC_02494,online_shopping,2026-01-13 13:13:56.464322,171.32,online_purchase,web_browser,0,1,0,47.34513099675385,-109.83450249432913,1598.42,0,0,none,965
TXN_00015269,USR_008034,MRC_03537,education,2026-04-14 13:05:00.907202,1181.6,contactless,pos_terminal,0,1,0,40.76139355463074,-71.51883268932036,746.22,0,0,none,2386
TXN_00022367,USR_002141,MRC_00176,entertainment,2026-03-17 18:04:18.739516,81.84,atm_withdrawal,web_browser,0,1,0,38.55359159866841,-110.0150463907116,3306.55,0,0,none,108
TXN_00042684,USR_002527,MRC_03217,retail,2026-03-21 17:00:35.204770,156.03,contactless,web_browser,0,1,0,33.18338139092822,-90.38530574889086,3063.13,0,0,none,1906
TXN_00046734,USR_001562,MRC_04750,crypto_exchange,2026-05-11 14:12:10.371493,628.16,recurring,pos_terminal,0,1,0,39.20970749189113,-117.08694094325358,3371.98,0,0,none,2542
TXN_00011732,USR_009066,MRC_02462,atm_withdrawal,2026-04-08 10:49:46.384883,172.07,purchase,atm,1,0,0,32.56467933493698,-100.79214285278212,1688.03,0,0,none,2188
TXN_00018619,USR_003612,MRC_00728,travel,2026-04-09 21:27:59.382556,302.61,purchase,mobile_app,0,1,0,45.27088410458114,-100.88918169043416,1343.83,0,0,none,1415
TXN_00048492,USR_005706,MRC_03523,electronics,2026-04-17 13:09:18.957678,176.79,atm_withdrawal,mobile_app,0,1,0,42.889476203360225,-87.41499474228374,1063.29,0,0,none,287
TXN_00026803,USR_009621,MRC_00602,online_shopping,2026-03-05 11:50:37.166660,149.38,online_purchase,pos_terminal,0,1,0,39.55963004758591,-98.72958712236996,1483.66,0,0,none,3400
TXN_00044305,USR_004720,MRC_03186,gambling,2026-05-08 23:00:07.810405,65.37,online_purchase,web_browser,0,1,0,34.812720073887625,-86.45070897438177,396.16,0,0,none,3439
TXN_00047522,USR_003145,MRC_03775,crypto_exchange,2026-04-17 16:20:46.468853,531.61,atm_withdrawal,pos_terminal,0,1,0,41.31781469918826,-113.9499983562284,2752.35,0,0,none,3343
TXN_00032207,USR_000906,MRC_01076,money_transfer,2026-05-05 09:38:27.635061,752.95,contactless,pos_terminal,0,1,0,38.713928737546304,-79.18819468388978,1616.91,0,0,none,2062
TXN_00002530,USR_004840,MRC_02056,online_shopping,2026-05-01 18:09:47.068201,152.57,contactless,mobile_app,0,1,0,38.218610989826175,-81.95766870974467,2501.78,0,0,none,1198
TXN_00017746,USR_001685,MRC_03528,education,2026-03-24 20:47:21.601946,207.56,online_purchase,web_browser,0,1,0,25.774272272654283,-85.85216176153855,2377.0,0,0,none,3313
TXN_00008270,USR_007429,MRC_00714,subscription,2026-04-10 08:20:34.053072,13.1,online_purchase,pos_terminal,0,1,0,33.34551774913044,-111.76683695224051,862.58,0,0,none,1339
TXN_00015079,USR_005270,MRC_01793,atm_withdrawal,2026-02-03 17:04:56.731939,185.25,contactless,web_browser,0,1,0,38.7389775263765,-112.67733150911457,1341.38,0,0,none,2440
TXN_00013624,USR_005405,MRC_00418,retail,2025-11-04 01:24:02.578315,80.17,online_purchase,mobile_app,1,0,0,25.25564672009633,-74.19175784392893,3831.0,0,0,none,3442
TXN_00030638,USR_002478,MRC_02048,travel,2026-04-24 10:48:35.244314,217.65,purchase,pos_terminal,0,1,0,32.09798661172301,-96.91052606254624,1153.04,0,0,none,3381
TXN_00030440,USR_005689,MRC_02576,atm_withdrawal,2026-05-05 16:59:54.465438,223.65,recurring,mobile_app,0,1,0,32.750480069753635,-96.83140342868423,2102.42,0,0,none,3069
TXN_00036056,USR_000004,MRC_00410,money_transfer,2026-04-18 08:53:56.577894,386.17,purchase,web_browser,1,0,0,41.657386065769984,-81.89725395721456,2006.97,0,0,none,114
TXN_00042651,USR_002396,MRC_03802,entertainment,2026-04-21 06:51:28.264416,91.88,purchase,atm,1,0,0,28.863573755452638,-107.10974597733531,1590.39,0,0,none,2668
TXN_00036803,USR_006071,MRC_01724,utility,2026-05-03 02:57:14.050770,439.16,purchase,mobile_app,0,1,0,25.091641495571523,-75.42511794019053,1812.82,0,0,none,2949
TXN_00048224,USR_005203,MRC_01124,healthcare,2026-03-07 12:30:32.370942,85.67,purchase,pos_terminal,0,1,0,36.36429610899346,-100.31819933837474,1160.79,0,0,none,2804
TXN_00029226,USR_008350,MRC_01466,gambling,2026-03-30 11:26:43.281754,111.93,contactless,phone_order,0,1,0,28.12194728160169,-116.42653732385733,1924.85,0,0,none,693
TXN_00005633,USR_008488,MRC_01365,healthcare,2026-04-11 20:35:10.580677,168.02,purchase,mobile_app,0,1,0,31.9761884336212,-105.17402409383058,2231.86,0,0,none,1108
TXN_00005987,USR_001536,MRC_02279,restaurant,2026-05-08 12:51:37.295508,54.94,purchase,web_browser,0,1,0,25.972377639926655,-90.56480436613376,1585.43,0,0,none,3583
TXN_00048063,USR_005934,MRC_03738,online_shopping,2026-05-05 04:31:14.906721,110.53,contactless,pos_terminal,0,1,0,45.69297665618583,-120.17401875050675,2093.01,0,0,none,328
TXN_00001812,USR_006695,MRC_03410,subscription,2026-05-09 10:49:52.006561,10.67,purchase,mobile_app,0,1,0,29.95119555368337,-117.88695063178461,3025.8,0,0,none,654
TXN_00027578,USR_007042,MRC_02332,gambling,2026-05-10 11:43:12.023610,186.34,recurring,mobile_app,0,1,0,47.144269384766865,-87.27735571277003,2053.16,0,0,none,184
TXN_00016823,USR_004627,MRC_02835,insurance,2026-03-31 20:08:58.562775,88.43,recurring,pos_terminal,0,1,0,40.21950273572012,-120.81849635081109,1221.35,0,0,none,2538
TXN_00003928,USR_009373,MRC_00118,gambling,2026-05-05 20:22:40.792726,135.77,online_purchase,pos_terminal,0,1,0,45.212462621760594,-73.45759872565633,861.29,0,0,none,2926
TXN_00037286,USR_002061,MRC_01064,electronics,2026-03-06 09:16:33.434836,250.55,contactless,mobile_app,0,1,0,34.586667411292574,-83.79416025734074,367.07,0,0,none,419
TXN_00025045,USR_008773,MRC_03037,restaurant,2026-03-30 22:12:42.059287,35.38,online_purchase,web_browser,0,1,0,25.381525899379277,-82.48502426321781,1380.05,0,0,none,302
TXN_00015727,USR_005625,MRC_04589,entertainment,2026-02-15 14:36:45.281557,49.13,atm_withdrawal,atm,0,1,0,29.13740703179983,-81.2695278107845,2704.24,0,0,none,348
TXN_00029600,USR_009981,MRC_04344,gambling,2026-03-14 15:07:50.810146,59.07,contactless,phone_order,1,0,0,38.983124292621376,-116.87744535175055,1656.86,0,0,none,1353
TXN_00010430,USR_005151,MRC_00691,entertainment,2026-03-31 20:03:41.381270,111.31,online_purchase,mobile_app,0,1,0,35.14203381969654,-86.47282837400789,1020.86,0,0,none,2419
TXN_00025768,USR_000195,MRC_01044,education,2026-04-08 05:58:15.714757,579.72,purchase,web_browser,0,1,0,40.286073459366555,-93.72620876073651,1955.97,0,0,none,3493
TXN_00029103,USR_003914,MRC_02363,electronics,2026-04-25 12:58:59.706122,493.17,atm_withdrawal,mobile_app,0,1,0,41.87925630586504,-97.07458794561936,593.47,0,0,none,2624
TXN_00036537,USR_006972,MRC_01910,retail,2026-04-17 09:43:09.059774,55.12,online_purchase,pos_terminal,0,1,0,39.27684497897977,-105.02158379545986,2290.54,0,0,none,617
TXN_00039328,USR_007303,MRC_03374,healthcare,2026-04-25 19:22:09.966109,206.26,online_purchase,web_browser,0,1,0,31.063869201615823,-114.60851093508568,1613.44,0,0,none,143
TXN_00035539,USR_003389,MRC_00146,online_shopping,2026-03-15 10:46:46.623837,79.73,purchase,mobile_app,0,1,0,31.855257707437396,-106.20495930917595,1120.86,0,0,none,2932
TXN_00028075,USR_006748,MRC_02322,healthcare,2026-04-13 19:21:00.748228,102.16,purchase,pos_terminal,0,1,0,36.756814042633636,-114.55398068845464,3015.4,0,0,none,2891
TXN_00017840,USR_005693,MRC_00371,jewelry,2026-04-30 09:03:02.867888,422.01,purchase,mobile_app,0,1,0,40.90030059322095,-95.76230868393964,1884.05,0,0,none,384
TXN_00027802,USR_000686,MRC_01522,online_shopping,2026-05-06 06:13:50.772813,40.2,contactless,web_browser,1,0,0,26.794871797354688,-79.85971106958286,2134.08,0,0,none,993
TXN_00007682,USR_003688,MRC_02396,utility,2026-04-28 12:09:19.803434,88.71,online_purchase,mobile_app,0,1,0,30.61243075069763,-101.56153337174703,689.5,0,0,none,2516
TXN_00024279,USR_009968,MRC_04272,gas_station,2026-05-01 10:25:04.592543,50.61,online_purchase,web_browser,0,1,0,29.21817062888226,-117.03100769686614,2852.67,0,0,none,168
TXN_00033070,USR_002207,MRC_00381,travel,2026-01-05 09:37:32.720036,472.48,purchase,pos_terminal,1,0,0,45.83238825509361,-91.62452304854436,121.8,0,0,none,2876
TXN_00035557,USR_002567,MRC_01463,restaurant,2026-05-01 23:54:45.962358,24.98,purchase,pos_terminal,1,0,0,42.13567017815748,-80.38688270727475,3593.86,0,0,none,797
TXN_00037189,USR_003811,MRC_03637,gambling,2026-03-16 13:55:17.722851,254.56,purchase,mobile_app,0,1,0,26.610424937158555,-112.21428269921799,1328.85,0,0,none,2180
TXN_00047149,USR_007281,MRC_03386,healthcare,2026-04-15 10:26:02.678915,160.2,contactless,mobile_app,0,1,0,27.05237884715991,-113.41648046205279,1013.34,0,0,none,3553
TXN_00046915,USR_008018,MRC_01455,grocery,2026-05-02 14:15:51.386827,106.05,atm_withdrawal,mobile_app,0,1,0,38.406180328475486,-87.9627253994162,1532.69,0,0,none,200
TXN_00009801,USR_005641,MRC_02664,healthcare,2026-04-18 09:48:16.127575,195.99,purchase,pos_terminal,0,1,0,26.16611296622322,-113.73035031950549,2338.41,0,0,none,1608
TXN_00038800,USR_006774,MRC_04616,crypto_exchange,2026-04-04 08:53:30.170106,492.53,purchase,web_browser,0,1,0,35.86169435688343,-92.66674180057475,129.19,0,0,none,1608
TXN_00024669,USR_007573,MRC_03847,online_shopping,2026-04-20 11:56:58.055427,103.72,purchase,mobile_app,0,1,0,42.73570601551678,-92.16206610694903,1977.79,0,0,none,2617
TXN_00044233,USR_006869,MRC_01116,money_transfer,2026-04-11 08:18:37.154726,559.2,purchase,atm,0,1,0,26.30717856704965,-106.8438620991748,2871.2,0,0,none,2411
TXN_00031919,USR_007874,MRC_04529,atm_withdrawal,2026-04-11 16:35:46.423748,391.0,contactless,atm,0,1,1,30.02332377366462,-113.38049122010773,2827.67,0,0,none,652
TXN_00007134,USR_004461,MRC_01827,electronics,2026-02-07 19:42:10.041384,427.35,online_purchase,mobile_app,0,1,0,44.79403412203703,-102.9328519348895,1972.73,0,0,none,2832
TXN_00033704,USR_004459,MRC_03637,gambling,2026-05-07 21:48:43.941213,205.62,online_purchase,web_browser,0,1,0,26.610424937158555,-112.21428269921799,3083.63,0,0,none,916
TXN_00029660,USR_006393,MRC_03018,atm_withdrawal,2026-04-22 18:56:03.142340,144.54,purchase,mobile_app,0,1,0,40.25908258508876,-106.68886941831278,540.29,0,0,none,374
TXN_00017893,USR_000874,MRC_00460,gambling,2026-05-12 10:54:46.864025,111.03,atm_withdrawal,mobile_app,1,0,0,32.02056771219332,-97.28129774229498,2311.39,0,0,none,843
TXN_00022018,USR_007274,MRC_01361,entertainment,2026-04-21 20:10:11.547182,98.66,recurring,mobile_app,0,1,0,46.859842492786285,-85.630145826357,2366.49,0,0,none,1207
TXN_00013538,USR_008681,MRC_02858,money_transfer,2026-03-23 16:32:24.922650,581.66,recurring,pos_terminal,1,0,0,26.9014074542197,-114.55418342128347,3273.22,0,0,none,1755
TXN_00043118,USR_001674,MRC_03362,electronics,2026-04-16 18:18:24.153453,202.64,purchase,web_browser,0,1,0,30.37347358138007,-97.86345832998185,2424.81,0,0,none,870
TXN_00036420,USR_005303,MRC_01281,grocery,2026-04-08 15:55:12.527577,131.58,contactless,atm,0,1,0,41.6077521194859,-91.88949635746533,933.91,0,0,none,2886
TXN_00009405,USR_004337,MRC_03273,atm_withdrawal,2026-05-01 16:04:11.169321,481.76,refund,mobile_app,0,1,0,31.5229187660087,-70.90641665424056,1582.73,0,0,none,3302
TXN_00013413,USR_001827,MRC_02661,utility,2026-04-29 15:27:13.452907,99.17,online_purchase,pos_terminal,1,0,0,41.71911442196024,-89.85363850267464,1445.01,0,0,none,1753
TXN_00006720,USR_000961,MRC_04786,gambling,2026-04-24 21:24:23.054962,79.95,purchase,pos_terminal,0,1,0,41.98879835876892,-80.35160490991974,1266.78,0,0,none,2102
TXN_00015601,USR_002585,MRC_03670,travel,2026-04-17 19:57:13.778647,491.59,online_purchase,mobile_app,0,1,0,28.413604314072288,-105.87656354457926,1238.42,0,0,none,904
TXN_00044743,USR_002425,MRC_03469,subscription,2026-04-06 08:11:05.700420,22.64,purchase,mobile_app,1,0,0,38.502919182077015,-90.4014005448737,1250.29,0,0,none,1299
TXN_00031138,USR_001004,MRC_01163,utility,2026-05-11 21:43:15.259316,36.81,purchase,mobile_app,0,1,0,29.971297525856244,-118.29488053272419,1512.49,0,0,none,1588
TXN_00002729,USR_006888,MRC_03508,grocery,2026-04-19 07:39:52.589185,124.63,purchase,pos_terminal,1,0,0,27.980565035926514,-77.74125100176316,3034.7,0,0,none,610
TXN_00038242,USR_001501,MRC_04596,insurance,2026-05-03 23:46:55.844992,130.78,contactless,pos_terminal,0,1,0,27.283962541600886,-111.23869094612314,3452.56,0,0,none,2465
TXN_00029625,USR_006046,MRC_04443,entertainment,2026-03-24 20:57:25.676627,50.79,online_purchase,web_browser,0,1,0,25.01378778865495,-72.6979343705978,300.75,0,0,none,1385
TXN_00047894,USR_005448,MRC_00396,gas_station,2026-05-11 16:09:13.630759,35.93,purchase,mobile_app,1,0,0,26.50146884564436,-71.6296693911822,2861.22,0,0,none,718
TXN_00042090,USR_001980,MRC_03469,subscription,2026-04-26 10:59:50.582033,13.58,purchase,pos_terminal,1,0,0,38.502919182077015,-90.4014005448737,2449.89,0,0,none,2897
TXN_00036399,USR_006907,MRC_03990,retail,2026-04-19 19:07:06.745012,23.17,atm_withdrawal,web_browser,0,1,0,33.559635246736484,-102.10846287882956,1813.24,0,0,none,2626
TXN_00006244,USR_009991,MRC_04047,money_transfer,2026-04-13 16:37:16.202354,1003.68,contactless,mobile_app,1,0,0,44.10502107390113,-113.0575500206914,2939.53,0,0,none,2346
TXN_00005545,USR_008049,MRC_01998,money_transfer,2026-04-04 20:01:24.242333,701.24,online_purchase,web_browser,0,1,0,27.691489797646188,-91.71747420247462,1797.31,0,0,none,422
TXN_00004064,USR_003741,MRC_02433,money_transfer,2026-05-10 08:24:24.968319,834.85,refund,pos_terminal,0,1,0,35.041667468113346,-81.31951419460813,3251.3,0,0,none,303
TXN_00012851,USR_006698,MRC_00001,entertainment,2026-03-29 23:30:56.016675,54.04,online_purchase,mobile_app,1,0,0,41.958592468221916,-115.82118314288108,2322.1,0,0,none,1630
TXN_00021802,USR_002168,MRC_01711,online_shopping,2026-03-22 20:44:49.503579,80.25,online_purchase,phone_order,1,0,0,45.12010694532478,-91.94907460705204,518.44,0,0,none,1918
TXN_00041163,USR_009151,MRC_00472,retail,2026-04-26 23:40:28.694583,28.09,contactless,mobile_app,1,0,0,29.401182294750825,-102.39517780221534,1816.05,0,0,none,3280
TXN_00006232,USR_007911,MRC_00164,utility,2026-04-29 13:00:53.005293,92.74,online_purchase,web_browser,0,1,0,29.426741789340987,-95.784198172316,2440.95,0,0,none,639
